Gene stable ID	Gene stable ID version	Mouse gene stable ID	Mouse gene name	Gene name	Mouse homology type
ENSG00000135775	ENSG00000135775.14	ENSMUSG00000031979	Cog2	COG2	ortholog_one2one
ENSG00000145423	ENSG00000145423.5	ENSMUSG00000027996	Sfrp2	SFRP2	ortholog_one2one
ENSG00000156738	ENSG00000156738.18	ENSMUSG00000024673	Ms4a1	MS4A1	ortholog_one2one
ENSG00000163995	ENSG00000163995.22	ENSMUSG00000029095	Ablim2	ABLIM2	ortholog_one2one
ENSG00000139725	ENSG00000139725.8	ENSMUSG00000029449	Rhof	RHOF	ortholog_one2one
ENSG00000182261	ENSG00000182261.5	ENSMUSG00000049709	Nlrp10	NLRP10	ortholog_one2one
ENSG00000136271	ENSG00000136271.11	ENSMUSG00000004393	Ddx56	DDX56	ortholog_one2one
ENSG00000084733	ENSG00000084733.11	ENSMUSG00000020671	Rab10	RAB10	ortholog_one2one
ENSG00000166840	ENSG00000166840.14			GLYATL1	
ENSG00000135773	ENSG00000135773.13	ENSMUSG00000031981	Capn9	CAPN9	ortholog_one2one
ENSG00000248487	ENSG00000248487.10	ENSMUSG00000042210	Abhd14a	ABHD14A	ortholog_one2one
ENSG00000180767	ENSG00000180767.11	ENSMUSG00000056643	Chst13	CHST13	ortholog_one2one
ENSG00000135439	ENSG00000135439.12	ENSMUSG00000025422	Agap2	AGAP2	ortholog_one2one
ENSG00000087008	ENSG00000087008.16	ENSMUSG00000029098	Acox3	ACOX3	ortholog_one2one
ENSG00000105483	ENSG00000105483.18			CARD8	
ENSG00000119280	ENSG00000119280.17	ENSMUSG00000031983	2310022B05Rik	C1orf198	ortholog_one2one
ENSG00000135931	ENSG00000135931.19	ENSMUSG00000062590	Armc9	ARMC9	ortholog_one2one
ENSG00000149483	ENSG00000149483.13	ENSMUSG00000024666	Tmem138	TMEM138	ortholog_one2one
ENSG00000137965	ENSG00000137965.11	ENSMUSG00000028037	Ifi44	IFI44	ortholog_one2one
ENSG00000007516	ENSG00000007516.15	ENSMUSG00000047507	Baiap3	BAIAP3	ortholog_one2one
ENSG00000113851	ENSG00000113851.16	ENSMUSG00000005362	Crbn	CRBN	ortholog_one2one
ENSG00000166407	ENSG00000166407.14	ENSMUSG00000036111	Lmo1	LMO1	ortholog_one2one
ENSG00000163239	ENSG00000163239.12			TDRD10	
ENSG00000111737	ENSG00000111737.12	ENSMUSG00000029518	Rab35	RAB35	ortholog_one2one
ENSG00000158604	ENSG00000158604.15	ENSMUSG00000004394	Tmed4	TMED4	ortholog_one2one
ENSG00000130413	ENSG00000130413.16	ENSMUSG00000031027	Stk33	STK33	ortholog_one2one
ENSG00000105953	ENSG00000105953.16	ENSMUSG00000020456	Ogdh	OGDH	ortholog_one2one
ENSG00000160714	ENSG00000160714.10	ENSMUSG00000042572	Ube2q1	UBE2Q1	ortholog_one2one
ENSG00000113805	ENSG00000113805.9	ENSMUSG00000030075	Cntn3	CNTN3	ortholog_one2one
ENSG00000145431	ENSG00000145431.11	ENSMUSG00000028019	Pdgfc	PDGFC	ortholog_one2one
ENSG00000229780	ENSG00000229780.1			UBE2Q1-AS1	
ENSG00000197980	ENSG00000197980.14	ENSMUSG00000074579	Lekr1	LEKR1	ortholog_one2one
ENSG00000183439	ENSG00000183439.10	ENSMUSG00000109718	Trim61	TRIM61	ortholog_one2one
ENSG00000160710	ENSG00000160710.18	ENSMUSG00000027951	Adar	ADAR	ortholog_one2one
ENSG00000144843	ENSG00000144843.12	ENSMUSG00000002844	Adprh	ADPRH	ortholog_one2one
ENSG00000089157	ENSG00000089157.16			RPLP0	
ENSG00000174844	ENSG00000174844.15	ENSMUSG00000021879	Dnah12	DNAH12	ortholog_one2one
ENSG00000172508	ENSG00000172508.11	ENSMUSG00000075289	Carns1	CARNS1	ortholog_one2one
ENSG00000122515	ENSG00000122515.16	ENSMUSG00000041164	Zmiz2	ZMIZ2	ortholog_one2one
ENSG00000137494	ENSG00000137494.14	ENSMUSG00000041343	Ankrd42	ANKRD42	ortholog_one2one
ENSG00000178150	ENSG00000178150.10			ZNF114	
ENSG00000142227	ENSG00000142227.11	ENSMUSG00000040212	Emp3	EMP3	ortholog_one2one
ENSG00000165494	ENSG00000165494.12	ENSMUSG00000041328	Pcf11	PCF11	ortholog_one2one
ENSG00000182973	ENSG00000182973.20	ENSMUSG00000056167	Cnot10	CNOT10	ortholog_one2one
ENSG00000105486	ENSG00000105486.15	ENSMUSG00000056394	Lig1	LIG1	ortholog_one2one
ENSG00000115138	ENSG00000115138.11	ENSMUSG00000020660	Pomc	POMC	ortholog_one2one
ENSG00000233436	ENSG00000233436.8	ENSMUSG00000086598	Btbd18	BTBD18	ortholog_one2one
ENSG00000048052	ENSG00000048052.25	ENSMUSG00000004698	Hdac9	HDAC9	ortholog_one2one
ENSG00000081052	ENSG00000081052.14	ENSMUSG00000067158	Col4a4	COL4A4	ortholog_one2one
ENSG00000089159	ENSG00000089159.17	ENSMUSG00000029528	Pxn	PXN	ortholog_one2one
ENSG00000149043	ENSG00000149043.17	ENSMUSG00000031098	Syt8	SYT8	ortholog_one2one
ENSG00000173531	ENSG00000173531.16	ENSMUSG00000032591	Mst1	MST1	ortholog_one2one
ENSG00000152404	ENSG00000152404.16	ENSMUSG00000025898	Cwf19l2	CWF19L2	ortholog_one2one
ENSG00000108588	ENSG00000108588.15	ENSMUSG00000078622	Ccdc47	CCDC47	ortholog_one2one
ENSG00000228237	ENSG00000228237.5			EFCAB14-AS1	
ENSG00000159658	ENSG00000159658.15	ENSMUSG00000034210	Efcab14	EFCAB14	ortholog_one2one
ENSG00000188389	ENSG00000188389.11	ENSMUSG00000026285	Pdcd1	PDCD1	ortholog_one2one
ENSG00000188958	ENSG00000188958.10	ENSMUSG00000056423	Uts2b	UTS2B	ortholog_one2one
ENSG00000198231	ENSG00000198231.14	ENSMUSG00000020705	Ddx42	DDX42	ortholog_one2one
ENSG00000144741	ENSG00000144741.19	ENSMUSG00000045100	Slc25a26	SLC25A26	ortholog_one2one
ENSG00000163359	ENSG00000163359.17	ENSMUSG00000048126	Col6a3	COL6A3	ortholog_one2one
ENSG00000172081	ENSG00000172081.14	ENSMUSG00000003348	Mob3a	MOB3A	ortholog_one2one
ENSG00000007372	ENSG00000007372.25	ENSMUSG00000027168	Pax6	PAX6	ortholog_one2one
ENSG00000143801	ENSG00000143801.18	ENSMUSG00000010609	Psen2	PSEN2	ortholog_one2one
ENSG00000249628	ENSG00000249628.3			LINC00942	
ENSG00000111186	ENSG00000111186.13	ENSMUSG00000030170	Wnt5b	WNT5B	ortholog_one2one
ENSG00000099840	ENSG00000099840.14	ENSMUSG00000055862	Izumo4	IZUMO4	ortholog_one2one
ENSG00000108592	ENSG00000108592.17	ENSMUSG00000020706	Ftsj3	FTSJ3	ortholog_one2one
ENSG00000171823	ENSG00000171823.7	ENSMUSG00000030019	Fbxl14	FBXL14	ortholog_one2one
ENSG00000082805	ENSG00000082805.21	ENSMUSG00000030172	Erc1	ERC1	ortholog_one2one
ENSG00000168314	ENSG00000168314.19	ENSMUSG00000032517	Mobp	MOBP	ortholog_one2one
ENSG00000132185	ENSG00000132185.18	ENSMUSG00000038421	Fcrla	FCRLA	ortholog_one2one
ENSG00000115257	ENSG00000115257.15	ENSMUSG00000020131	Pcsk4	PCSK4	ortholog_one2one
ENSG00000144893	ENSG00000144893.13	ENSMUSG00000056476	Med12l	MED12L	ortholog_one2one
ENSG00000081721	ENSG00000081721.12	ENSMUSG00000026659	Dusp12	DUSP12	ortholog_one2one
ENSG00000059377	ENSG00000059377.19	ENSMUSG00000029925	Tbxas1	TBXAS1	ortholog_one2one
ENSG00000082512	ENSG00000082512.15	ENSMUSG00000026637	Traf5	TRAF5	ortholog_one2one
ENSG00000123095	ENSG00000123095.6	ENSMUSG00000030256	Bhlhe41	BHLHE41	ortholog_one2one
ENSG00000187595	ENSG00000187595.18	ENSMUSG00000014198	Zfp385c	ZNF385C	ortholog_one2one
ENSG00000123094	ENSG00000123094.16	ENSMUSG00000030259	Rassf8	RASSF8	ortholog_one2one
ENSG00000105650	ENSG00000105650.23	ENSMUSG00000031842	Pde4c	PDE4C	ortholog_one2one
ENSG00000108604	ENSG00000108604.18	ENSMUSG00000078619	Smarcd2	SMARCD2	ortholog_one2one
ENSG00000175084	ENSG00000175084.13	ENSMUSG00000026208	Des	DES	ortholog_one2one
ENSG00000170385	ENSG00000170385.10	ENSMUSG00000037434	Slc30a1	SLC30A1	ortholog_one2one
ENSG00000181555	ENSG00000181555.22	ENSMUSG00000044791	Setd2	SETD2	ortholog_one2one
ENSG00000205592	ENSG00000205592.16	ENSMUSG00000118670	Muc19	MUC19	ortholog_one2one
ENSG00000136531	ENSG00000136531.19	ENSMUSG00000075318	Scn2a	SCN2A	ortholog_one2one
ENSG00000118217	ENSG00000118217.7	ENSMUSG00000026663	Atf6	ATF6	ortholog_one2one
ENSG00000135407	ENSG00000135407.11	ENSMUSG00000025432	Avil	AVIL	ortholog_one2one
ENSG00000170667	ENSG00000170667.16	ENSMUSG00000004952	Rasa4	RASA4B	ortholog_one2many
ENSG00000234465	ENSG00000234465.11	ENSMUSG00000011632	Pinlyp	PINLYP	ortholog_one2one
ENSG00000275954	ENSG00000275954.5			TBC1D3F	
ENSG00000069493	ENSG00000069493.15	ENSMUSG00000030364	Clec2h	CLEC2D	ortholog_one2many
ENSG00000069493	ENSG00000069493.15	ENSMUSG00000030157	Clec2d	CLEC2D	ortholog_one2many
ENSG00000069493	ENSG00000069493.15	ENSMUSG00000000248	Clec2g	CLEC2D	ortholog_one2many
ENSG00000069493	ENSG00000069493.15	ENSMUSG00000030365	Clec2i	CLEC2D	ortholog_one2many
ENSG00000069493	ENSG00000069493.15	ENSMUSG00000030155	Clec2e	CLEC2D	ortholog_one2many
ENSG00000179873	ENSG00000179873.14			NLRP11	
ENSG00000273611	ENSG00000273611.5	ENSMUSG00000020526	Znhit3	ZNHIT3	ortholog_one2one
ENSG00000178084	ENSG00000178084.2			HTR3C	
ENSG00000137955	ENSG00000137955.16	ENSMUSG00000038975	Rabggtb	RABGGTB	ortholog_one2one
ENSG00000238020	ENSG00000238020.1			HTR3E-AS1	
ENSG00000186038	ENSG00000186038.9			HTR3E	
ENSG00000157954	ENSG00000157954.15	ENSMUSG00000029578	Wipi2	WIPI2	ortholog_one2one
ENSG00000184261	ENSG00000184261.5	ENSMUSG00000050138	Kcnk12	KCNK12	ortholog_one2one
ENSG00000138081	ENSG00000138081.22	ENSMUSG00000005371	Fbxo11	FBXO11	ortholog_one2one
ENSG00000160007	ENSG00000160007.20	ENSMUSG00000058230	Arhgap35	ARHGAP35	ortholog_one2one
ENSG00000278259	ENSG00000278259.5	ENSMUSG00000020527	Myo19	MYO19	ortholog_one2one
ENSG00000130751	ENSG00000130751.10	ENSMUSG00000001988	Npas1	NPAS1	ortholog_one2one
ENSG00000110848	ENSG00000110848.8	ENSMUSG00000030156	Cd69	CD69	ortholog_one2one
ENSG00000057468	ENSG00000057468.7	ENSMUSG00000005493	Msh4	MSH4	ortholog_one2one
ENSG00000150045	ENSG00000150045.12			KLRF1	
ENSG00000130748	ENSG00000130748.7	ENSMUSG00000019158	Tmem160	TMEM160	ortholog_one2one
ENSG00000164638	ENSG00000164638.11	ENSMUSG00000050822	Slc29a4	SLC29A4	ortholog_one2one
ENSG00000130749	ENSG00000130749.10	ENSMUSG00000059273	Zc3h4	ZC3H4	ortholog_one2one
ENSG00000213047	ENSG00000213047.13	ENSMUSG00000056268	Dennd1b	DENND1B	ortholog_one2one
ENSG00000142230	ENSG00000142230.13	ENSMUSG00000052833	Sae1	SAE1	ortholog_one2one
ENSG00000110852	ENSG00000110852.5			CLEC2B	
ENSG00000188393	ENSG00000188393.9			CLEC2A	
ENSG00000058404	ENSG00000058404.21	ENSMUSG00000057897	Camk2b	CAMK2B	ortholog_one2one
ENSG00000172071	ENSG00000172071.15	ENSMUSG00000031668	Eif2ak3	EIF2AK3	ortholog_one2one
ENSG00000172322	ENSG00000172322.14	ENSMUSG00000053063	Clec12a	CLEC12A	ortholog_one2one
ENSG00000105327	ENSG00000105327.18	ENSMUSG00000002083	Bbc3	BBC3	ortholog_one2one
ENSG00000168137	ENSG00000168137.20	ENSMUSG00000034269	Setd5	SETD5	ortholog_one2one
ENSG00000277161	ENSG00000277161.2	ENSMUSG00000045140	Pigw	PIGW	ortholog_one2one
ENSG00000105321	ENSG00000105321.14	ENSMUSG00000041375	Ccdc9	CCDC9	ortholog_one2one
ENSG00000278311	ENSG00000278311.5	ENSMUSG00000020530	Ggnbp2	GGNBP2	ortholog_one2one
ENSG00000134376	ENSG00000134376.17	ENSMUSG00000063681	Crb1	CRB1	ortholog_one2one
ENSG00000072609	ENSG00000072609.18	ENSMUSG00000014668	Chfr	CHFR	ortholog_one2one
ENSG00000226696	ENSG00000226696.8			LENG8-AS1	
ENSG00000278535	ENSG00000278535.5	ENSMUSG00000034449	Dhrs11	DHRS11	ortholog_one2one
ENSG00000160877	ENSG00000160877.7	ENSMUSG00000001910	Nacc1	NACC1	ortholog_one2one
ENSG00000099341	ENSG00000099341.13	ENSMUSG00000030591	Psmd8	PSMD8	ortholog_one2one
ENSG00000188452	ENSG00000188452.15	ENSMUSG00000075256	Cerkl	CERKL	ortholog_one2one
ENSG00000278619	ENSG00000278619.5	ENSMUSG00000018405	Mrm1	MRM1	ortholog_one2one
ENSG00000179136	ENSG00000179136.8			LINC00670	
ENSG00000065000	ENSG00000065000.20	ENSMUSG00000020198	Ap3d1	AP3D1	ortholog_one2one
ENSG00000167895	ENSG00000167895.16	ENSMUSG00000050106	Tmc8	TMC8	ortholog_one2one
ENSG00000117400	ENSG00000117400.18	ENSMUSG00000006389	Mpl	MPL	ortholog_one2one
ENSG00000117399	ENSG00000117399.14	ENSMUSG00000006398	Cdc20	CDC20	ortholog_one2one
ENSG00000162992	ENSG00000162992.5	ENSMUSG00000034701	Neurod1	NEUROD1	ortholog_one2one
ENSG00000144591	ENSG00000144591.20	ENSMUSG00000033021	Gmppa	GMPPA	ortholog_one2one
ENSG00000007312	ENSG00000007312.14	ENSMUSG00000040592	Cd79b	CD79B	ortholog_one2one
ENSG00000198393	ENSG00000198393.8			ZNF26	
ENSG00000066322	ENSG00000066322.15	ENSMUSG00000006390	Elovl1	ELOVL1	ortholog_one2one
ENSG00000198040	ENSG00000198040.11			ZNF84	
ENSG00000007216	ENSG00000007216.16	ENSMUSG00000001095	Slc13a2	SLC13A2	ortholog_one2one
ENSG00000235884	ENSG00000235884.4			LINC00941	
ENSG00000254453	ENSG00000254453.2			NAV2-AS2	
ENSG00000170456	ENSG00000170456.16	ENSMUSG00000030313	Dennd5b	DENND5B	ortholog_one2one
ENSG00000150676	ENSG00000150676.13	ENSMUSG00000030617	Ccdc83	CCDC83	ortholog_one2one
ENSG00000114770	ENSG00000114770.17	ENSMUSG00000022822	Abcc5	ABCC5	ortholog_one2one
ENSG00000130812	ENSG00000130812.11	ENSMUSG00000038742	Angptl6	ANGPTL6	ortholog_one2one
ENSG00000109101	ENSG00000109101.8	ENSMUSG00000002057	Foxn1	FOXN1	ortholog_one2one
ENSG00000104856	ENSG00000104856.15	ENSMUSG00000002983	Relb	RELB	ortholog_one2one
ENSG00000141499	ENSG00000141499.18	ENSMUSG00000041346	Wrap53	WRAP53	ortholog_one2one
ENSG00000159479	ENSG00000159479.17	ENSMUSG00000006392	Med8	MED8	ortholog_one2one
ENSG00000172845	ENSG00000172845.18	ENSMUSG00000027109	Sp3	SP3	ortholog_one2one
ENSG00000137501	ENSG00000137501.18	ENSMUSG00000030616	Sytl2	SYTL2	ortholog_one2one
ENSG00000104859	ENSG00000104859.15	ENSMUSG00000061028	Clasrp	CLASRP	ortholog_one2one
ENSG00000255867	ENSG00000255867.1			DENND5B-AS1	
ENSG00000116337	ENSG00000116337.20	ENSMUSG00000027889	Ampd2	AMPD2	ortholog_one2one
ENSG00000030419	ENSG00000030419.17	ENSMUSG00000025997	Ikzf2	IKZF2	ortholog_one2one
ENSG00000090615	ENSG00000090615.16	ENSMUSG00000029502	Golga3	GOLGA3	ortholog_one2one
ENSG00000141524	ENSG00000141524.19	ENSMUSG00000025572	Tmc6	TMC6	ortholog_one2one
ENSG00000170684	ENSG00000170684.10	ENSMUSG00000011267	Zfp296	ZNF296	ortholog_one2one
ENSG00000144407	ENSG00000144407.10	ENSMUSG00000025946	Pth2r	PTH2R	ortholog_one2one
ENSG00000104946	ENSG00000104946.14	ENSMUSG00000038520	Tbc1d17	TBC1D17	ortholog_one2one
ENSG00000223882	ENSG00000223882.1			ABCC5-AS1	
ENSG00000186090	ENSG00000186090.11			HTR3D	
ENSG00000106086	ENSG00000106086.21	ENSMUSG00000005225	Plekha8	PLEKHA8	ortholog_one2one
ENSG00000071575	ENSG00000071575.12	ENSMUSG00000020601	Trib2	TRIB2	ortholog_one2one
ENSG00000242366	ENSG00000242366.4	ENSMUSG00000090175	Ugt1a9	UGT1A8	ortholog_many2many
ENSG00000242366	ENSG00000242366.4	ENSMUSG00000090165	Ugt1a10	UGT1A8	ortholog_many2many
ENSG00000242366	ENSG00000242366.4	ENSMUSG00000089675	Ugt1a8	UGT1A8	ortholog_many2many
ENSG00000066279	ENSG00000066279.19	ENSMUSG00000033952	Aspm	ASPM	ortholog_one2one
ENSG00000188886	ENSG00000188886.4	ENSMUSG00000050468	Astl	ASTL	ortholog_one2one
ENSG00000173757	ENSG00000173757.11	ENSMUSG00000020919	Stat5b	STAT5B	ortholog_one2one
ENSG00000180354	ENSG00000180354.16	ENSMUSG00000038065	Mturn	MTURN	ortholog_one2one
ENSG00000161652	ENSG00000161652.13	ENSMUSG00000066500	Izumo2	IZUMO2	ortholog_one2one
ENSG00000179562	ENSG00000179562.3	ENSMUSG00000029708	Gcc1	GCC1	ortholog_one2one
ENSG00000141564	ENSG00000141564.16	ENSMUSG00000025583	Rptor	RPTOR	ortholog_one2one
ENSG00000004059	ENSG00000004059.11	ENSMUSG00000020440	Arf5	ARF5	ortholog_one2one
ENSG00000063244	ENSG00000063244.14	ENSMUSG00000030435	U2af2	U2AF2	ortholog_one2one
ENSG00000130758	ENSG00000130758.8	ENSMUSG00000040390	Map3k10	MAP3K10	ortholog_one2one
ENSG00000106328	ENSG00000106328.10	ENSMUSG00000029707	Fscn3	FSCN3	ortholog_one2one
ENSG00000117020	ENSG00000117020.19	ENSMUSG00000019699	Akt3	AKT3	ortholog_one2one
ENSG00000174521	ENSG00000174521.8	ENSMUSG00000007944	Ttc9b	TTC9B	ortholog_one2one
ENSG00000106331	ENSG00000106331.19	ENSMUSG00000029706	Pax4	PAX4	ortholog_one2one
ENSG00000270141	ENSG00000270141.3			TERC	
ENSG00000184378	ENSG00000184378.3	ENSMUSG00000037737	Actrt3	ACTRT3	ortholog_one2one
ENSG00000085274	ENSG00000085274.16	ENSMUSG00000037730	Mynn	MYNN	ortholog_one2one
ENSG00000155052	ENSG00000155052.15			CNTNAP5	
ENSG00000105221	ENSG00000105221.18	ENSMUSG00000004056	Akt2	AKT2	ortholog_one2one
ENSG00000171757	ENSG00000171757.17	ENSMUSG00000027702	Lrrc34	LRRC34	ortholog_one2one
ENSG00000106348	ENSG00000106348.19	ENSMUSG00000003500	Impdh1	IMPDH1	ortholog_one2one
ENSG00000144426	ENSG00000144426.19	ENSMUSG00000073664	Nbeal1	NBEAL1	ortholog_one2one
ENSG00000111344	ENSG00000111344.12	ENSMUSG00000029602	Rasal1	RASAL1	ortholog_one2one
ENSG00000167419	ENSG00000167419.11	ENSMUSG00000009356	Lpo	LPO	ortholog_one2one
ENSG00000114248	ENSG00000114248.10	ENSMUSG00000074653	Lrrc31	LRRC31	ortholog_one2one
ENSG00000123600	ENSG00000123600.21	ENSMUSG00000041975	Mettl8	METTL8	ortholog_one2one
ENSG00000030066	ENSG00000030066.14	ENSMUSG00000051329	Nup160	NUP160	ortholog_one2one
ENSG00000187033	ENSG00000187033.9	ENSMUSG00000051860	Samd7	SAMD7	ortholog_one2one
ENSG00000150722	ENSG00000150722.11	ENSMUSG00000034683	Ppp1r1c	PPP1R1C	ortholog_one2one
ENSG00000005381	ENSG00000005381.9	ENSMUSG00000009350	Mpo	MPO	ortholog_one2one
ENSG00000008952	ENSG00000008952.17	ENSMUSG00000027706	Sec62	SEC62	ortholog_one2one
ENSG00000244617	ENSG00000244617.3	ENSMUSG00000033508	Asprv1	ASPRV1	ortholog_one2one
ENSG00000125571	ENSG00000125571.10			IL37	
ENSG00000198912	ENSG00000198912.12	ENSMUSG00000047613	A430005L14Rik	C1orf174	ortholog_one2one
ENSG00000179912	ENSG00000179912.21	ENSMUSG00000025404	R3hdm2	R3HDM2	ortholog_one2one
ENSG00000183856	ENSG00000183856.11	ENSMUSG00000028068	Iqgap3	IQGAP3	ortholog_one2one
ENSG00000169967	ENSG00000169967.17	ENSMUSG00000024383	Map3k2	MAP3K2	ortholog_one2one
ENSG00000240373	ENSG00000240373.1			SEC62-AS1	
ENSG00000173890	ENSG00000173890.17	ENSMUSG00000037661	Gpr160	GPR160	ortholog_one2one
ENSG00000149428	ENSG00000149428.21	ENSMUSG00000032115	Hyou1	HYOU1	ortholog_one2one
ENSG00000188306	ENSG00000188306.7	ENSMUSG00000027703	Lrriq4	LRRIQ4	ortholog_one2one
ENSG00000164081	ENSG00000164081.13	ENSMUSG00000040813	Tex264	TEX264	ortholog_one2one
ENSG00000160392	ENSG00000160392.14	ENSMUSG00000049643	2310022A10Rik	C19orf47	ortholog_one2one
ENSG00000144134	ENSG00000144134.19	ENSMUSG00000022621	Rabl2	RABL2A	ortholog_one2many
ENSG00000106526	ENSG00000106526.12	ENSMUSG00000056367	Actr3b	ACTR3C	ortholog_one2many
ENSG00000185633	ENSG00000185633.11	ENSMUSG00000040280	Ndufa4l2	NDUFA4L2	ortholog_one2one
ENSG00000284353	ENSG00000284353.1	ENSMUSG00000105196	Mir142	MIR142	ortholog_one2many
ENSG00000284353	ENSG00000284353.1	ENSMUSG00000065420	Mir142b	MIR142	ortholog_one2many
ENSG00000213246	ENSG00000213246.7	ENSMUSG00000020485	Supt4a	SUPT4H1	ortholog_one2one
ENSG00000164082	ENSG00000164082.15	ENSMUSG00000023192	Grm2	GRM2	ortholog_one2one
ENSG00000090013	ENSG00000090013.11	ENSMUSG00000040466	Blvrb	BLVRB	ortholog_one2one
ENSG00000139343	ENSG00000139343.11	ENSMUSG00000020018	Snrpf	SNRPF	ortholog_one2one
ENSG00000088038	ENSG00000088038.20	ENSMUSG00000035632	Cnot3	CNOT3	ortholog_one2one
ENSG00000108375	ENSG00000108375.13	ENSMUSG00000034177	Rnf43	RNF43	ortholog_one2one
ENSG00000105993	ENSG00000105993.15	ENSMUSG00000029131	Dnajb6	DNAJB6	ortholog_one2one
ENSG00000135473	ENSG00000135473.16	ENSMUSG00000005682	Pan2	PAN2	ortholog_one2one
ENSG00000084676	ENSG00000084676.16	ENSMUSG00000020647	Ncoa1	NCOA1	ortholog_one2one
ENSG00000114503	ENSG00000114503.11	ENSMUSG00000022774	Ncbp2	NCBP2	ortholog_one2one
ENSG00000132702	ENSG00000132702.13	ENSMUSG00000004894	Hapln2	HAPLN2	ortholog_one2one
ENSG00000092929	ENSG00000092929.13	ENSMUSG00000057948	Unc13d	UNC13D	ortholog_one2one
ENSG00000132692	ENSG00000132692.19	ENSMUSG00000004892	Bcan	BCAN	ortholog_one2one
ENSG00000225578	ENSG00000225578.1			NCBP2-AS1	
ENSG00000119227	ENSG00000119227.8			PIGZ	
ENSG00000163602	ENSG00000163602.12	ENSMUSG00000072872	Rybp	RYBP	ortholog_one2one
ENSG00000196428	ENSG00000196428.13	ENSMUSG00000027806	Tsc22d2	TSC22D2	ortholog_one2one
ENSG00000206384	ENSG00000206384.11	ENSMUSG00000043719	Col6a6	COL6A6	ortholog_one2one
ENSG00000284308	ENSG00000284308.2	ENSMUSG00000030030	1700003E16Rik	C2orf81	ortholog_one2one
ENSG00000132688	ENSG00000132688.11	ENSMUSG00000004891	Nes	NES	ortholog_one2one
ENSG00000143320	ENSG00000143320.9	ENSMUSG00000004885	Crabp2	CRABP2	ortholog_one2one
ENSG00000155093	ENSG00000155093.20	ENSMUSG00000056553	Ptprn2	PTPRN2	ortholog_one2one
ENSG00000143319	ENSG00000143319.17	ENSMUSG00000048039	Isg20l2	ISG20L2	ortholog_one2one
ENSG00000178977	ENSG00000178977.4			LINC00324	
ENSG00000178971	ENSG00000178971.17	ENSMUSG00000020898	Ctc1	CTC1	ortholog_one2one
ENSG00000050405	ENSG00000050405.14	ENSMUSG00000023022	Lima1	LIMA1	ortholog_one2one
ENSG00000115718	ENSG00000115718.18			PROC	
ENSG00000163788	ENSG00000163788.14	ENSMUSG00000038145	Snrk	SNRK	ortholog_one2one
ENSG00000232715	ENSG00000232715.1			LINC01022	
ENSG00000198898	ENSG00000198898.16	ENSMUSG00000015733	Capza2	CAPZA2	ortholog_one2one
ENSG00000234617	ENSG00000234617.2			SNRK-AS1	
ENSG00000143314	ENSG00000143314.12	ENSMUSG00000019710	Mrpl24	MRPL24	ortholog_one2one
ENSG00000072163	ENSG00000072163.20	ENSMUSG00000024395	Lims2	LIMS2	ortholog_one2one
ENSG00000196639	ENSG00000196639.7	ENSMUSG00000053004	Hrh1	HRH1	ortholog_one2one
ENSG00000170633	ENSG00000170633.17	ENSMUSG00000029474	Rnf34	RNF34	ortholog_one2one
ENSG00000143294	ENSG00000143294.15	ENSMUSG00000004895	Prcc	PRCC	ortholog_one2one
ENSG00000197548	ENSG00000197548.13	ENSMUSG00000030314	Atg7	ATG7	ortholog_one2one
ENSG00000027869	ENSG00000027869.12	ENSMUSG00000028071	Sh2d2a	SH2D2A	ortholog_one2one
ENSG00000213904	ENSG00000213904.11			LIPE-AS1	
ENSG00000188997	ENSG00000188997.8	ENSMUSG00000044952	Kctd21	KCTD21	ortholog_one2one
ENSG00000123091	ENSG00000123091.5	ENSMUSG00000028557	Rnf11	RNF11	ortholog_one2one
ENSG00000257167	ENSG00000257167.3			TMPO-AS1	
ENSG00000118369	ENSG00000118369.13	ENSMUSG00000035713	Usp35	USP35	ortholog_one2one
ENSG00000091592	ENSG00000091592.17	ENSMUSG00000069830	Nlrp1a	NLRP1	ortholog_one2many
ENSG00000091592	ENSG00000091592.17	ENSMUSG00000070390	Nlrp1b	NLRP1	ortholog_one2many
ENSG00000246695	ENSG00000246695.9			RASSF8-AS1	
ENSG00000033327	ENSG00000033327.13	ENSMUSG00000004508	Gab2	GAB2	ortholog_one2one
ENSG00000144560	ENSG00000144560.16	ENSMUSG00000030315	Vgll4	VGLL4	ortholog_one2one
ENSG00000230368	ENSG00000230368.2			FAM41C	
ENSG00000237330	ENSG00000237330.3	ENSMUSG00000110404	Rnf223	RNF223	ortholog_one2one
ENSG00000187391	ENSG00000187391.23	ENSMUSG00000040003	Magi2	MAGI2	ortholog_one2one
ENSG00000166770	ENSG00000166770.12			ZNF667-AS1	
ENSG00000205885	ENSG00000205885.8			C1RL-AS1	
ENSG00000131591	ENSG00000131591.18	ENSMUSG00000059939	9430015G10Rik	C1orf159	ortholog_one2one
ENSG00000176840	ENSG00000176840.14			MIR7-3HG	
ENSG00000205791	ENSG00000205791.4			LOH12CR2	
ENSG00000137513	ENSG00000137513.11	ENSMUSG00000018995	Nars2	NARS2	ortholog_one2one
ENSG00000144230	ENSG00000144230.17	ENSMUSG00000052229	Gpr17	GPR17	ortholog_one2one
ENSG00000111291	ENSG00000111291.9	ENSMUSG00000030205	Gprc5d	GPRC5D	ortholog_one2one
ENSG00000139269	ENSG00000139269.3	ENSMUSG00000047492	Inhbe	INHBE	ortholog_one2one
