,ensembl_gene_id,external_gene_name,hsapiens_homolog_ensembl_gene,hsapiens_homolog_associated_gene_name
47177,ENSMUSG00002076984,Gm56260,,
47178,ENSMUSG00000047126,Cltc,ENSG00000141367,CLTC
47179,ENSMUSG00000030177,Ccdc77,ENSG00000120647,CCDC77
47180,ENSMUSG00000048039,Isg20l2,ENSG00000143319,ISG20L2
47181,ENSMUSG00000047026,Acsm4,ENSG00000215009,ACSM4
47182,ENSMUSG00000066938,Gm10190,,
47183,ENSMUSG00000097125,Gm26885,,
47184,ENSMUSG00000004885,Crabp2,ENSG00000143320,CRABP2
47185,ENSMUSG00000042901,Aida,ENSG00000186063,AIDA
47186,ENSMUSG00000103792,Gm3745,,
47187,ENSMUSG00000004891,Nes,ENSG00000132688,NES
47188,ENSMUSG00000120260,Gm56894,,
47189,ENSMUSG00000024014,Pim1,ENSG00000137193,PIM1
47190,ENSMUSG00000030942,Thumpd1,ENSG00000066654,THUMPD1
47191,ENSMUSG00000004892,Bcan,ENSG00000132692,BCAN
47192,ENSMUSG00000119470,Gm23410,,
47193,ENSMUSG00000099181,Mir6905,,
47194,ENSMUSG00000019987,Arg1,ENSG00000118520,ARG1
47195,ENSMUSG00000036634,Mag,ENSG00000105695,MAG
47196,ENSMUSG00000112758,Gm36172,,
47197,ENSMUSG00000036009,Mettl25,ENSG00000127720,METTL25
47198,ENSMUSG00000091614,Gm17657,ENSG00000286105,TMEM217B
47199,ENSMUSG00000079580,Tmem217,ENSG00000172738,TMEM217
47200,ENSMUSG00000004894,Hapln2,ENSG00000132702,HAPLN2
47201,ENSMUSG00000103415,Gm37339,,
47202,ENSMUSG00000104212,Gm37986,,
47203,ENSMUSG00000053461,Hhipl2,ENSG00000143512,HHIPL2
47204,ENSMUSG00000105843,Gm19439,,
47205,ENSMUSG00002075809,Gm55473,,
47206,ENSMUSG00000112820,Gm48298,,
47207,ENSMUSG00000004897,Hdgf,ENSG00000143321,HDGF
47208,ENSMUSG00000042203,Tbc1d22b,ENSG00000065491,TBC1D22B
47209,ENSMUSG00000019897,Ccdc59,ENSG00000133773,CCDC59
47210,ENSMUSG00000045854,Lyrm2,ENSG00000083099,LYRM2
47211,ENSMUSG00002075084,Gm56164,,
47212,ENSMUSG00000038598,Shoc1,ENSG00000165181,SHOC1
47213,ENSMUSG00000030180,Kdm5a,ENSG00000073614,KDM5A
47214,ENSMUSG00002076481,Gm55474,,
47215,ENSMUSG00000120557,Gm56961,,
47216,ENSMUSG00000091994,E130317F20Rik,,
47217,ENSMUSG00000104022,A430073I11Rik,,
47218,ENSMUSG00000006498,Ptbp1,ENSG00000011304,PTBP1
47219,ENSMUSG00000103451,Gm33973,,
47220,ENSMUSG00000056050,Mia3,ENSG00000154305,MIA3
47221,ENSMUSG00000120231,Gm56783,,
47222,ENSMUSG00000108394,Gm45477,,
47223,ENSMUSG00000108689,Gm45354,,
47224,ENSMUSG00000020435,Osbp2,ENSG00000184792,OSBP2
47225,ENSMUSG00000027932,Slc27a3,ENSG00000143554,SLC27A3
47226,ENSMUSG00000081279,Vmn1r-ps2,,
47227,ENSMUSG00000089964,Gm16582,,
47228,ENSMUSG00000083742,Vmn1r-ps3,,
47229,ENSMUSG00000086660,Gm12594,,
47230,ENSMUSG00000115072,Vmn1r2,,
47231,ENSMUSG00000090071,Cdk5r2,ENSG00000171450,CDK5R2
47232,ENSMUSG00000082978,Rpsa-ps11,,
47233,ENSMUSG00000055197,Fev,ENSG00000163497,FEV
47234,ENSMUSG00000115466,Vmn1r3,,
47235,ENSMUSG00000089900,Tbc1d22bos,,
47236,ENSMUSG00000085180,AI838599,,
47237,ENSMUSG00000098764,Mir7667,,
47238,ENSMUSG00000117376,2010106G04Rik,,
47239,ENSMUSG00000092203,1110038B12Rik,,
47240,ENSMUSG00000081165,Gm11783,,
47241,ENSMUSG00000006546,Cryba2,ENSG00000163499,CRYBA2
47242,ENSMUSG00000083632,Gm11786,,
47243,ENSMUSG00000083489,Gm11784,,
47244,ENSMUSG00000028381,Ugcg,ENSG00000148154,UGCG
47245,ENSMUSG00000065616,Mir375,ENSG00000198973,MIR375
47246,ENSMUSG00000109233,Gm44866,,
47247,ENSMUSG00000047021,Cfap65,ENSG00000181378,CFAP65
47248,ENSMUSG00000108546,Gm44662,,
47249,ENSMUSG00000100153,Ppp1ccb,,
47250,ENSMUSG00000109404,Gm19963,,
47251,ENSMUSG00000027933,Ints3,ENSG00000143624,INTS3
47252,ENSMUSG00000108915,Gm44966,,
47253,ENSMUSG00000056978,Hamp2,,
47254,ENSMUSG00000081711,Gm11785,,
47255,ENSMUSG00000081660,Gm11787,,
47256,ENSMUSG00000108352,Usf2-ps1,,
47257,ENSMUSG00000094253,Mir3471-2,,
47258,ENSMUSG00000038578,Susd1,ENSG00000106868,SUSD1
47259,ENSMUSG00000050440,Hamp,ENSG00000105697,HAMP
47260,ENSMUSG00000030688,Stard10,ENSG00000214530,STARD10
47261,ENSMUSG00000018372,Cep95,ENSG00000258890,CEP95
47262,ENSMUSG00000027361,Gabpb1,ENSG00000104064,GABPB1
47263,ENSMUSG00000089653,Gm15841,,
47264,ENSMUSG00000006538,Ihh,ENSG00000163501,IHH
47265,ENSMUSG00000106160,Gm43610,,
47266,ENSMUSG00000088712,Gm22728,,
47267,ENSMUSG00002075648,Gm55997,,
47268,ENSMUSG00000103145,Gm37744,,
47269,ENSMUSG00000044681,Cnpy1,ENSG00000283128,
47270,ENSMUSG00000044681,Cnpy1,ENSG00000146910,CNPY1
47271,ENSMUSG00000028232,Tmem68,ENSG00000167904,TMEM68
47272,ENSMUSG00000026162,Nhej1,ENSG00000187736,NHEJ1
47273,ENSMUSG00000026205,Slc23a3,ENSG00000213901,SLC23A3
47274,ENSMUSG00000043913,Ccdc60,ENSG00000183273,CCDC60
47275,ENSMUSG00000084454,Gm24592,,
47276,ENSMUSG00000002897,Il17ra,ENSG00000177663,IL17RA
47277,ENSMUSG00000088352,Gm24013,,
47278,ENSMUSG00000084077,Gm11952,,
47279,ENSMUSG00000084930,Gm11706,,
47280,ENSMUSG00000020434,4921536K21Rik,ENSG00000187658,C5orf52
47281,ENSMUSG00000033159,Cnppd1,ENSG00000115649,CNPPD1
47282,ENSMUSG00000047205,Dusp18,ENSG00000167065,DUSP18
47283,ENSMUSG00000048807,Slc35e4,ENSG00000100036,SLC35E4
47284,ENSMUSG00000093009,Snord52,ENSG00000201754,SNORD52
47285,ENSMUSG00000092687,Gm25744,ENSG00000201823,SNORD48
47286,ENSMUSG00000083979,Gm12527,,
47287,ENSMUSG00000092557,Gm8696,,
47288,ENSMUSG00000028233,Tgs1,ENSG00000137574,TGS1
47289,ENSMUSG00000090877,Hspa1b,ENSG00000204388,HSPA1B
47290,ENSMUSG00000090877,Hspa1b,ENSG00000204389,HSPA1A
47291,ENSMUSG00000091971,Hspa1a,ENSG00000204388,HSPA1B
47292,ENSMUSG00000091971,Hspa1a,ENSG00000204389,HSPA1A
47293,ENSMUSG00000094626,Tmem121b,ENSG00000183307,TMEM121B
47294,ENSMUSG00000007033,Hspa1l,ENSG00000204390,HSPA1L
47295,ENSMUSG00000018425,Dhx40,ENSG00000108406,DHX40
47296,ENSMUSG00000058979,Hdhd5,ENSG00000069998,HDHD5
47297,ENSMUSG00000086122,Gm14507,,
47298,ENSMUSG00000086055,Gm13837,,
47299,ENSMUSG00000073415,Gm10501,,
47300,ENSMUSG00000087124,Gm13839,,
47301,ENSMUSG00000007050,Lsm2,ENSG00000204392,LSM2
47302,ENSMUSG00000084921,Gm13838,,
47303,ENSMUSG00000086715,B230112J18Rik,,
47304,ENSMUSG00000106766,4933424N20Rik,,
47305,ENSMUSG00000086945,4930562A09Rik,,
47306,ENSMUSG00000092364,Gm20476,,
47307,ENSMUSG00000029179,Zcchc4,ENSG00000168228,ZCCHC4
47308,ENSMUSG00000110099,Gm45344,,
47309,ENSMUSG00000054555,Adam12,ENSG00000148848,ADAM12
47310,ENSMUSG00000040183,Ankrd6,ENSG00000135299,ANKRD6
47311,ENSMUSG00000093739,Gm20692,,
47312,ENSMUSG00002075013,Gm56000,,
47313,ENSMUSG00000107744,1700072O05Rik,,
47314,ENSMUSG00000107901,Gm44074,,
47315,ENSMUSG00000107580,Gm44124,,
47316,ENSMUSG00000071226,Cecr2,ENSG00000099954,CECR2
47317,ENSMUSG00000027931,Npr1,ENSG00000169418,NPR1
47318,ENSMUSG00000049339,Retreg2,ENSG00000144567,RETREG2
47319,ENSMUSG00000018427,Ypel2,ENSG00000175155,YPEL2
47320,ENSMUSG00002076598,Gm56321,,
47321,ENSMUSG00000108478,Gm19514,,
47322,ENSMUSG00000050066,A130023I24Rik,,
47323,ENSMUSG00000058239,Usf2,ENSG00000105698,USF2
47324,ENSMUSG00000088816,Gm22387,,
47325,ENSMUSG00000061666,Gdpd1,ENSG00000153982,GDPD1
47326,ENSMUSG00000087411,Gm16048,,
47327,ENSMUSG00000105746,Gm43595,,
47328,ENSMUSG00000001016,Ilf2,ENSG00000143621,ILF2
47329,ENSMUSG00000120992,D17H6S56E-5,,
47330,ENSMUSG00000041548,Hspb8,ENSG00000152137,HSPB8
47331,ENSMUSG00000007029,Vars,ENSG00000204394,VARS1
47332,ENSMUSG00000102143,Gm38057,,
47333,ENSMUSG00000102939,Gm38111,,
47334,ENSMUSG00000098761,Gm18821,,
47335,ENSMUSG00000104107,Gm37879,,
47336,ENSMUSG00000099313,Gm27152,,
47337,ENSMUSG00000104469,Gm37663,,
47338,ENSMUSG00000104078,Gm37023,,
47339,ENSMUSG00000104432,A430027C01Rik,,
47340,ENSMUSG00002076016,Gm56062,,
47341,ENSMUSG00000085991,Gm11479,,
47342,ENSMUSG00000102874,Gm37137,,
47343,ENSMUSG00000098915,Rpl15-ps2,,
47344,ENSMUSG00000048271,Rbm33,ENSG00000184863,RBM33
47345,ENSMUSG00000084619,Gm25045,ENSG00000252073,RNU6-947P
47346,ENSMUSG00000020495,Smg8,ENSG00000167447,SMG8
47347,ENSMUSG00000099253,Gm7863,,
47348,ENSMUSG00000061390,Uba52-ps,,
47349,ENSMUSG00000099020,Gm27159,,
47350,ENSMUSG00000099190,Gm27188,,
47351,ENSMUSG00000098412,Gm7870,,
47352,ENSMUSG00000089530,Gm25163,,
47353,ENSMUSG00000098340,Gm27253,,
47354,ENSMUSG00000032512,Wdr48,ENSG00000114742,WDR48
47355,ENSMUSG00000004902,Slc25a18,ENSG00000182902,SLC25A18
47356,ENSMUSG00000082507,Gm9378,,
47357,ENSMUSG00000018363,Smurf2,ENSG00000108854,SMURF2
47358,ENSMUSG00000001018,Snapin,ENSG00000143553,SNAPIN
47359,ENSMUSG00002075206,Gm56297,,
47360,ENSMUSG00000017868,Sgk2,ENSG00000101049,SGK2
47361,ENSMUSG00000100418,Gm28239,,
47362,ENSMUSG00000097642,Gm26866,,
47363,ENSMUSG00000072258,Taf1a,ENSG00000143498,TAF1A
47364,ENSMUSG00000019210,Atp6v1e1,ENSG00000131100,ATP6V1E1
47365,ENSMUSG00000049353,Rd3,ENSG00000198570,RD3
47366,ENSMUSG00000001017,Chtop,ENSG00000160679,CHTOP
47367,ENSMUSG00000102915,Gm32460,,
47368,ENSMUSG00000026637,Traf5,ENSG00000082512,TRAF5
47369,ENSMUSG00002075848,Gm56003,,
47370,ENSMUSG00000009112,Bcl2l13,ENSG00000099968,BCL2L13
47371,ENSMUSG00000093003,Mir3473c,,
47372,ENSMUSG00000103653,Gstp-ps,,
47373,ENSMUSG00000097089,Gm26879,,
47374,ENSMUSG00000032997,Chpf,ENSG00000123989,CHPF
47375,ENSMUSG00000035835,Plppr3,ENSG00000129951,PLPPR3
47376,ENSMUSG00000029407,Uso1,ENSG00000138768,USO1
47377,ENSMUSG00000090357,Gm17077,,
47378,ENSMUSG00000097750,Gm4673,,
47379,ENSMUSG00000026211,Obsl1,ENSG00000124006,OBSL1
47380,ENSMUSG00000004446,Bid,ENSG00000015475,BID
47381,ENSMUSG00000030994,D7Ertd443e,ENSG00000154493,C10orf90
47382,ENSMUSG00002076805,Gm56170,,
47383,ENSMUSG00000083565,Gm11941,,
47384,ENSMUSG00000094344,Gm11942,,
47385,ENSMUSG00000042228,Lyn,ENSG00000254087,LYN
47386,ENSMUSG00000086354,Gm13938,,
47387,ENSMUSG00000017858,Ift52,ENSG00000101052,IFT52
47388,ENSMUSG00002076856,Gm56268,,
47389,ENSMUSG00000020493,Prr11,ENSG00000068489,PRR11
47390,ENSMUSG00000108125,Gm17812,,
47391,ENSMUSG00000107971,Gm44260,,
47392,ENSMUSG00000051586,Mical3,ENSG00000243156,MICAL3
47393,ENSMUSG00000044080,S100a1,ENSG00000160678,S100A1
47394,ENSMUSG00000042312,S100a13,ENSG00000189171,S100A13
47395,ENSMUSG00000020492,Ska2,ENSG00000182628,SKA2
47396,ENSMUSG00000042306,S100a14,ENSG00000189334,S100A14
47397,ENSMUSG00000108702,Gm9333,,
47398,ENSMUSG00000098562,Mir6910,,
47399,ENSMUSG00000030935,Acsm3,ENSG00000005187,ACSM3
47400,ENSMUSG00000090860,Gm17134,,
47401,ENSMUSG00000057729,Prtn3,ENSG00000196415,PRTN3
47402,ENSMUSG00000065589,Mir301,,
47403,ENSMUSG00000085310,Gm11491,,
47404,ENSMUSG00000074457,S100a16,ENSG00000188643,S100A16
47405,ENSMUSG00000007030,Vwa7,ENSG00000204396,VWA7
47406,ENSMUSG00000020432,Tcn2,ENSG00000185339,TCN2
47407,ENSMUSG00000020125,Elane,ENSG00000197561,ELANE
47408,ENSMUSG00000026843,Fubp3,ENSG00000107164,FUBP3
47409,ENSMUSG00000111897,Gm19810,,
47410,ENSMUSG00000061780,Cfd,ENSG00000197766,CFD
47411,ENSMUSG00000084456,Gm24593,ENSG00000222338,RNU6-174P
47412,ENSMUSG00000094018,S100a2,ENSG00000196754,S100A2
47413,ENSMUSG00000065079,Gm23464,ENSG00000207201,RNU1-148P
47414,ENSMUSG00000001021,S100a3,ENSG00000188015,S100A3
47415,ENSMUSG00000013833,Med16,ENSG00000175221,MED16
47416,ENSMUSG00000105518,Gm42674,,
47417,ENSMUSG00000001020,S100a4,ENSG00000196154,S100A4
47418,ENSMUSG00000001023,S100a5,ENSG00000196420,S100A5
47419,ENSMUSG00000051703,Tmem198,ENSG00000188760,TMEM198
47420,ENSMUSG00000002633,Shh,ENSG00000164690,SHH
47421,ENSMUSG00000083186,Gm11805,,
47422,ENSMUSG00000001025,S100a6,ENSG00000197956,S100A6
47423,ENSMUSG00000036185,Sapcd1,ENSG00000228727,SAPCD1
47424,ENSMUSG00000028278,Rragd,ENSG00000025039,RRAGD
47425,ENSMUSG00000063919,Srrm4,ENSG00000139767,SRRM4
47426,ENSMUSG00000105644,Gm19739,,
47427,ENSMUSG00000063767,S100a7a,,
47428,ENSMUSG00000032968,Inha,ENSG00000123999,INHA
47429,ENSMUSG00000056054,S100a8,ENSG00000143546,S100A8
47430,ENSMUSG00000056071,S100a9,ENSG00000163220,S100A9
47431,ENSMUSG00000082745,Gm15181,,
47432,ENSMUSG00000026213,Stk11ip,ENSG00000144589,STK11IP
47433,ENSMUSG00000052336,Cx3cr1,ENSG00000168329,CX3CR1
47434,ENSMUSG00000007035,Msh5,ENSG00000204410,MSH5
47435,ENSMUSG00000105819,Gm42579,,
47436,ENSMUSG00000106117,Gm5284,,
47437,ENSMUSG00000042250,Pglyrp4,ENSG00000163218,PGLYRP4
47438,ENSMUSG00000119877,Gm24019,,
47439,ENSMUSG00000035781,R3hdm4,ENSG00000198858,R3HDM4
47440,ENSMUSG00000084111,Gm15710,,
47441,ENSMUSG00000032513,Gorasp1,ENSG00000114745,GORASP1
47442,ENSMUSG00000107354,Gm43040,,
47443,ENSMUSG00000084745,Gm25290,ENSG00000223027,
47444,ENSMUSG00000107021,Gm42853,,
47445,ENSMUSG00000107172,4933430H06Rik,,
47446,ENSMUSG00000077271,Gm22781,,
47447,ENSMUSG00000097726,9530036O11Rik,,
47448,ENSMUSG00000055216,9430025C20Rik,,
47449,ENSMUSG00000028234,Rps20,ENSG00000008988,RPS20
47450,ENSMUSG00000034493,4930556J24Rik,,
47451,ENSMUSG00000082816,Gm11953,,
47452,ENSMUSG00000018362,Kpna2,ENSG00000182481,KPNA2
47453,ENSMUSG00000105892,Gm35013,,
47454,ENSMUSG00000105775,Gm10290,,
47455,ENSMUSG00000096621,Gm5849,ENSG00000163220,S100A9
47456,ENSMUSG00000104587,Gm43161,,
47457,ENSMUSG00000088351,Gm24016,ENSG00000238650,SNORD54
47458,ENSMUSG00000106914,Gm42854,,
47459,ENSMUSG00000081025,Gm11943,,
47460,ENSMUSG00000077293,Gm24125,,
47461,ENSMUSG00000085037,4933421O10Rik,,
47462,ENSMUSG00000107369,Gstm2-ps1,,
47463,ENSMUSG00000029409,U90926,,
47464,ENSMUSG00000078365,Mos,ENSG00000172680,MOS
47465,ENSMUSG00000098904,Mir6998,,
47466,ENSMUSG00000085224,Gm13425,,
47467,ENSMUSG00000003282,Plag1,ENSG00000181690,PLAG1
47468,ENSMUSG00000106909,Gm43122,,
47469,ENSMUSG00000079466,Prdm12,ENSG00000130711,PRDM12
47470,ENSMUSG00000032514,Ttc21a,ENSG00000168026,TTC21A
47471,ENSMUSG00000107237,Gm29926,,
47472,ENSMUSG00000035773,Kiss1r,ENSG00000116014,KISS1R
47473,ENSMUSG00000041512,4930569F06Rik,,
47474,ENSMUSG00000107327,Gm7478,,
47475,ENSMUSG00000029410,Ppef2,ENSG00000156194,PPEF2
47476,ENSMUSG00000083143,Gm13424,,
47477,ENSMUSG00000017861,Mybl2,ENSG00000101057,MYBL2
47478,ENSMUSG00000028277,Ube2j1,ENSG00000198833,UBE2J1
47479,ENSMUSG00000019564,Arid3a,ENSG00000116017,ARID3A
47480,ENSMUSG00000083356,Gm11708,,
47481,ENSMUSG00000078607,1810010H24Rik,ENSG00000186665,C17orf58
47482,ENSMUSG00000066900,Suds3,ENSG00000111707,SUDS3
47483,ENSMUSG00000020430,Pes1,ENSG00000100029,PES1
47484,ENSMUSG00000099091,Mir7003,,
47485,ENSMUSG00000070708,Gtsf1l,ENSG00000124196,GTSF1L
47486,ENSMUSG00002076785,Gm56299,,
47487,ENSMUSG00000086036,Gm14254,,
47488,ENSMUSG00000044033,Ccdc141,ENSG00000163492,CCDC141
47489,ENSMUSG00000035754,Wdr18,ENSG00000065268,WDR18
47490,ENSMUSG00000082851,Btf3-ps8,,
47491,ENSMUSG00000023267,Gabrr2,ENSG00000111886,GABRR2
47492,ENSMUSG00000082059,Gm15183,,
47493,ENSMUSG00000006576,Slc4a3,ENSG00000114923,SLC4A3
47494,ENSMUSG00000001247,Lsr,ENSG00000105699,LSR
47495,ENSMUSG00000035745,Grin3b,ENSG00000116032,GRIN3B
47496,ENSMUSG00000086047,9530046B11Rik,,
47497,ENSMUSG00000029130,Rnf32,ENSG00000105982,RNF32
47498,ENSMUSG00000120973,Gm56899,,
47499,ENSMUSG00000118881,Gm23421,ENSG00000200469,RNU6-112P
47500,ENSMUSG00000007041,Clic1,ENSG00000213719,CLIC1
47501,ENSMUSG00000042198,Chchd7,ENSG00000170791,CHCHD7
47502,ENSMUSG00000018548,Trim37,ENSG00000108395,TRIM37
47503,ENSMUSG00000013858,Tmem259,ENSG00000182087,TMEM259
47504,ENSMUSG00000032515,Csrnp1,ENSG00000144655,CSRNP1
47505,ENSMUSG00000007039,Ddah2,ENSG00000213722,DDAH2
47506,ENSMUSG00000111639,1700019L13Rik,,
47507,ENSMUSG00000111369,Gm47043,,
47508,ENSMUSG00000111089,Gm49427,,
47509,ENSMUSG00000079243,Xirp1,ENSG00000168334,XIRP1
47510,ENSMUSG00000111792,Gm33858,,
47511,ENSMUSG00000042262,Ccr8,ENSG00000179934,CCR8
47512,ENSMUSG00000111546,Gm47050,,
47513,ENSMUSG00000049721,Gal3st1,ENSG00000128242,GAL3ST1
47514,ENSMUSG00000032519,Slc25a38,ENSG00000144659,SLC25A38
47515,ENSMUSG00002075103,Gm56300,,
47516,ENSMUSG00000074607,Tox2,ENSG00000124191,TOX2
47517,ENSMUSG00000073414,Mpig6b,ENSG00000204420,MPIG6B
47518,ENSMUSG00000083244,Gm15180,,
47519,ENSMUSG00000089975,Gm7420,,
47520,ENSMUSG00000099692,Gm5696,,
47521,ENSMUSG00000041670,Rims1,ENSG00000079841,RIMS1
47522,ENSMUSG00000029176,Anapc4,ENSG00000053900,ANAPC4
47523,ENSMUSG00000046442,Ppm1e,ENSG00000175175,PPM1E
47524,ENSMUSG00000092586,Ly6g6c,ENSG00000204421,LY6G6C
47525,ENSMUSG00000118738,Gm26243,,
47526,ENSMUSG00000004665,Cnn2,ENSG00000064666,CNN2
47527,ENSMUSG00000039356,Exosc2,ENSG00000130713,EXOSC2
47528,ENSMUSG00000108232,Gm43916,,
47529,ENSMUSG00000108171,Gm43915,,
47530,ENSMUSG00000097011,Gm4651,,
47531,ENSMUSG00000073413,Ly6g6d,ENSG00000244355,LY6G6D
47532,ENSMUSG00000108096,Minpp1-ps,,
47533,ENSMUSG00000032518,Rpsa,ENSG00000288920,RPSA2
47534,ENSMUSG00000032518,Rpsa,ENSG00000168028,RPSA
47535,ENSMUSG00000080976,Gm11490,,
47536,ENSMUSG00000084170,Gm11954,,
47537,ENSMUSG00000088001,Gm22883,,
47538,ENSMUSG00000019368,Sec14l4,ENSG00000133488,SEC14L4
47539,ENSMUSG00000067825,Pex26,ENSG00000215193,PEX26
47540,ENSMUSG00000028280,Gabrr1,ENSG00000146276,GABRR1
47541,ENSMUSG00000013766,Ly6g6e,,
47542,ENSMUSG00000030929,Eri2,ENSG00000196678,ERI2
47543,ENSMUSG00000034923,Ly6g6f,,
47544,ENSMUSG00000111993,Gm48018,,
47545,ENSMUSG00000121326,,,
47546,ENSMUSG00000068240,Gm11808,,
47547,ENSMUSG00000071335,Mfsd4b3-ps,,
47548,ENSMUSG00000054659,Pm20d2,ENSG00000146281,PM20D2
47549,ENSMUSG00000121339,Mfsd4b3-ps,,
47550,ENSMUSG00000007036,Abhd16a,ENSG00000204427,ABHD16A
47551,ENSMUSG00000054031,Rdh18-ps,,
47552,ENSMUSG00000065041,Gm24044,ENSG00000206760,SNORA6
47553,ENSMUSG00000121367,,,
47554,ENSMUSG00000017817,Jph2,ENSG00000149596,JPH2
47555,ENSMUSG00000064380,Gm26448,,
47556,ENSMUSG00000064925,Snora62,ENSG00000202363,SNORA62
47557,ENSMUSG00000111028,Gm5922,,
47558,ENSMUSG00000121429,,,
47559,ENSMUSG00000082991,Rps10-ps3,,
47560,ENSMUSG00000097352,C920009B18Rik,,
47561,ENSMUSG00000083887,Gm11930,,
47562,ENSMUSG00000121430,,,
47563,ENSMUSG00000028236,Sdr16c5,ENSG00000170786,SDR16C5
47564,ENSMUSG00000107915,Gm44014,,
47565,ENSMUSG00000038535,Zfp280d,ENSG00000137871,ZNF280D
47566,ENSMUSG00000030137,Tuba8,ENSG00000183785,TUBA8
47567,ENSMUSG00000087549,Gm13427,,
47568,ENSMUSG00000040481,Bptf,ENSG00000171634,BPTF
47569,ENSMUSG00000086527,Gm15856,,
47570,ENSMUSG00000035399,Oser1,ENSG00000132823,OSER1
47571,ENSMUSG00000030107,Usp18,ENSG00000184979,USP18
47572,ENSMUSG00000054679,Srsf12,ENSG00000154548,SRSF12
47573,ENSMUSG00000112842,Gm30232,,
47574,ENSMUSG00000121448,,,
47575,ENSMUSG00000039339,Mfsd4b2,,
47576,ENSMUSG00000040128,Pnrc1,ENSG00000146278,PNRC1
47577,ENSMUSG00000121468,Mfsd4b2,,
47578,ENSMUSG00000071019,Sdr16c6,,
47579,ENSMUSG00000097412,1810014B01Rik,,
47580,ENSMUSG00000121489,1810014B01Rik,,
47581,ENSMUSG00000027363,Usp8,ENSG00000138592,USP8
47582,ENSMUSG00000034482,Ly6g5c,ENSG00000204428,LY6G5C
47583,ENSMUSG00000043807,Ly6g5b,ENSG00000240053,LY6G5B
47584,ENSMUSG00000030108,Slc6a13,ENSG00000010379,SLC6A13
47585,ENSMUSG00000046826,Fam187b,ENSG00000177558,FAM187B
47586,ENSMUSG00000086127,Gm11934,,
47587,ENSMUSG00000112351,Gm48326,,
47588,ENSMUSG00000098065,Gm5177,,
47589,ENSMUSG00000024387,Csnk2b,ENSG00000204435,CSNK2B
47590,ENSMUSG00000028382,Ptbp3,ENSG00000119314,PTBP3
47591,ENSMUSG00000087884,Gm23601,,
47592,ENSMUSG00000019832,Rab32,,
47593,ENSMUSG00000096229,Or6c5,,
47594,ENSMUSG00000058325,Dock1,ENSG00000150760,DOCK1
47595,ENSMUSG00000096220,Or6c205,,
47596,ENSMUSG00000095483,Or6c206,,
47597,ENSMUSG00000062914,Or6c207,,
47598,ENSMUSG00000107803,Olfr778-ps1,,
47599,ENSMUSG00000077280,Gm25764,,
47600,ENSMUSG00000044537,Or6c6b,,
47601,ENSMUSG00000049573,Or6c68,ENSG00000205327,OR6C68
47602,ENSMUSG00000095138,Or6c35,,
47603,ENSMUSG00000095075,Or6c6,ENSG00000188324,OR6C6
47604,ENSMUSG00000097739,Gm2539,,
47605,ENSMUSG00000097214,Gm19791,,
47606,ENSMUSG00000097327,E030030I06Rik,,
47607,ENSMUSG00000087596,Gm11715,,
47608,ENSMUSG00000097795,Gm7678,,
47609,ENSMUSG00000007646,Rad51c,ENSG00000108384,RAD51C
47610,ENSMUSG00000044268,Gm4895,,
47611,ENSMUSG00000097108,Gm26581,,
47612,ENSMUSG00000099381,Gm18303,,
47613,ENSMUSG00002076341,Gm56010,,
47614,ENSMUSG00000025993,Slc40a1,ENSG00000138449,SLC40A1
47615,ENSMUSG00000020151,Ptprr,ENSG00000153233,PTPRR
47616,ENSMUSG00000030109,Slc6a12,ENSG00000111181,SLC6A12
47617,ENSMUSG00000029413,Naaa,ENSG00000138744,NAAA
47618,ENSMUSG00000054986,Sec14l3,ENSG00000100012,SEC14L3
47619,ENSMUSG00000099946,Gm9496,,
47620,ENSMUSG00000070896,Rpl23a-ps1,,
47621,ENSMUSG00000090682,Gm3852,,
47622,ENSMUSG00000044457,Stk-ps2,,
47623,ENSMUSG00000098549,Gm5269,,
47624,ENSMUSG00000089278,Gm24553,,
47625,ENSMUSG00000004748,Mtfp1,ENSG00000242114,MTFP1
47626,ENSMUSG00000062345,Serpinb2,ENSG00000197632,SERPINB2
47627,ENSMUSG00000010342,Tex14,ENSG00000121101,TEX14
47628,ENSMUSG00000102932,Gm38113,,
47629,ENSMUSG00000042272,Sestd1,ENSG00000187231,SESTD1
47630,ENSMUSG00000060985,Tdrd5,ENSG00000162782,TDRD5
47631,ENSMUSG00000092417,Gpank1,ENSG00000204438,GPANK1
47632,ENSMUSG00000105054,Gm43664,,
47633,ENSMUSG00000077757,Gm23532,,
47634,ENSMUSG00000106538,Gm30301,,
47635,ENSMUSG00000040797,Iqsec3,ENSG00000120645,IQSEC3
47636,ENSMUSG00000029188,Slc34a2,ENSG00000157765,SLC34A2
47637,ENSMUSG00000092241,Gm20522,,
47638,ENSMUSG00000043311,D17H6S53E,ENSG00000204439,C6orf47
47639,ENSMUSG00000024391,Apom,ENSG00000204444,APOM
47640,ENSMUSG00000084087,Gm13650,,
47641,ENSMUSG00000081611,Gm13651,,
47642,ENSMUSG00000085277,Gm13943,,
47643,ENSMUSG00000082006,Gm13649,,
47644,ENSMUSG00000102372,A430050A11Rik,,
47645,ENSMUSG00000103705,4930518J20Rik,,
47646,ENSMUSG00000024392,Bag6,ENSG00000204463,BAG6
47647,ENSMUSG00000026602,Nphs2,ENSG00000116218,NPHS2
47648,ENSMUSG00000027215,Cd82,ENSG00000085117,CD82
47649,ENSMUSG00000119476,Rnu1a1,,
47650,ENSMUSG00000118815,Gm22068,,
