Gene stable ID	Human gene stable ID	Human homology type
ENSMUSG00000030352	ENSG00000011105	ortholog_one2one
ENSMUSG00000030402	ENSG00000213889	ortholog_one2one
ENSMUSG00000030403	ENSG00000125753	ortholog_one2one
ENSMUSG00000030413	ENSG00000008438	ortholog_one2one
ENSMUSG00000030465	ENSG00000156011	ortholog_one2one
ENSMUSG00000030470	ENSG00000129170	ortholog_one2one
ENSMUSG00000030472	ENSG00000213822	ortholog_one2one
ENSMUSG00000030495	ENSG00000130876	ortholog_one2one
ENSMUSG00000030528	ENSG00000197299	ortholog_one2one
ENSMUSG00000030530	ENSG00000140564	ortholog_one2one
ENSMUSG00000030549	ENSG00000140519	ortholog_one2one
ENSMUSG00000030551	ENSG00000185551	ortholog_one2one
ENSMUSG00000030554	ENSG00000182253	ortholog_one2one
ENSMUSG00000030560	ENSG00000109861	ortholog_one2one
ENSMUSG00000030562	ENSG00000086991	ortholog_one2one
ENSMUSG00000030577	ENSG00000012124	ortholog_one2one
ENSMUSG00000030579	ENSG00000011600	ortholog_one2one
ENSMUSG00000030583	ENSG00000105738	ortholog_one2one
ENSMUSG00000030587	ENSG00000167644	ortholog_one2one
ENSMUSG00000030589	ENSG00000171777	ortholog_one2one
ENSMUSG00000030592	ENSG00000196218	ortholog_one2one
ENSMUSG00000030605	ENSG00000140545	ortholog_one2one
ENSMUSG00000030606	ENSG00000140511	ortholog_one2one
ENSMUSG00000030616	ENSG00000137501	ortholog_one2one
ENSMUSG00000030650	ENSG00000103534	ortholog_one2one
ENSMUSG00000030659	ENSG00000070081	ortholog_one2one
ENSMUSG00000030666	ENSG00000175868	ortholog_one2one
ENSMUSG00000030669	ENSG00000110680	ortholog_one2one
ENSMUSG00000030671	ENSG00000152270	ortholog_one2one
ENSMUSG00000030691	ENSG00000137478	ortholog_one2one
ENSMUSG00000030693	ENSG00000129451	ortholog_one2one
ENSMUSG00000030703	ENSG00000102886	ortholog_one2one
ENSMUSG00000030707	ENSG00000102879	ortholog_one2one
ENSMUSG00000030708	ENSG00000187726	ortholog_one2one
ENSMUSG00000030717	ENSG00000176046	ortholog_one2one
ENSMUSG00000030724	ENSG00000177455	ortholog_one2one
ENSMUSG00000030737	ENSG00000137491	ortholog_one2one
ENSMUSG00000030742	ENSG00000213658	ortholog_one2one
ENSMUSG00000030745	ENSG00000103522	ortholog_one2one
ENSMUSG00000030747	ENSG00000062282	ortholog_one2one
ENSMUSG00000030748	ENSG00000077238	ortholog_one2one
ENSMUSG00000030772	ENSG00000050165	ortholog_one2one
ENSMUSG00000030775	ENSG00000163519	ortholog_one2one
ENSMUSG00000030782	ENSG00000140682	ortholog_one2one
ENSMUSG00000030785	ENSG00000156885	ortholog_one2one
ENSMUSG00000030786	ENSG00000169896	ortholog_one2one
ENSMUSG00000030787	ENSG00000133800	ortholog_one2one
ENSMUSG00000030789	ENSG00000140678	ortholog_one2one
ENSMUSG00000030790	ENSG00000148926	ortholog_one2one
ENSMUSG00000030792	ENSG00000104901	ortholog_one2one
ENSMUSG00000030793	ENSG00000103490	ortholog_one2one
ENSMUSG00000030796	ENSG00000074219	ortholog_one2one
ENSMUSG00000030798	ENSG00000104894	ortholog_one2one
ENSMUSG00000030827	ENSG00000105550	ortholog_one2one
ENSMUSG00000030830	ENSG00000005844	ortholog_one2one
ENSMUSG00000030844	ENSG00000148908	ortholog_one2one
ENSMUSG00000030849	ENSG00000066468	ortholog_one2one
ENSMUSG00000030854	ENSG00000110786	ortholog_one2one
ENSMUSG00000030862	ENSG00000121898	ortholog_one2one
ENSMUSG00000030865	ENSG00000166869	ortholog_one2one
ENSMUSG00000030930	ENSG00000182022	ortholog_one2one
ENSMUSG00000030934	ENSG00000065154	ortholog_one2one
ENSMUSG00000030954	ENSG00000169347	ortholog_one2one
ENSMUSG00000030963	ENSG00000169344	ortholog_one2one
ENSMUSG00000031004	ENSG00000148773	ortholog_one2one
ENSMUSG00000031015	ENSG00000133789	ortholog_one2one
ENSMUSG00000031027	ENSG00000130413	ortholog_one2one
ENSMUSG00000031070	ENSG00000172935	ortholog_one2one
ENSMUSG00000031073	ENSG00000162344	ortholog_one2one
ENSMUSG00000031075	ENSG00000131620	ortholog_one2one
ENSMUSG00000031093	ENSG00000147251	ortholog_one2one
ENSMUSG00000031101	ENSG00000122122	ortholog_one2one
ENSMUSG00000031132	ENSG00000102245	ortholog_one2one
ENSMUSG00000031133	ENSG00000129675	ortholog_one2one
ENSMUSG00000031137	ENSG00000129682	ortholog_one2one
ENSMUSG00000031162	ENSG00000102145	ortholog_one2one
ENSMUSG00000031165	ENSG00000015285	ortholog_one2one
ENSMUSG00000031170	ENSG00000017483	ortholog_one2one
ENSMUSG00000031200	ENSG00000214827	ortholog_one2one
ENSMUSG00000031207	ENSG00000147065	ortholog_one2one
ENSMUSG00000031209	ENSG00000089472	ortholog_one2one
ENSMUSG00000031216	ENSG00000130052	ortholog_one2one
ENSMUSG00000031217	ENSG00000090776	ortholog_one2one
ENSMUSG00000031230	ENSG00000196468	ortholog_one2one
ENSMUSG00000031239	ENSG00000078596	ortholog_one2one
ENSMUSG00000031253	ENSG00000102359	ortholog_one2one
ENSMUSG00000031258	ENSG00000182489	ortholog_one2one
ENSMUSG00000031264	ENSG00000010671	ortholog_one2one
ENSMUSG00000031266	ENSG00000102393	ortholog_one2one
ENSMUSG00000031271	ENSG00000123561	ortholog_one2one
ENSMUSG00000031273	ENSG00000197565	ortholog_one2one
ENSMUSG00000031274	ENSG00000188153	ortholog_one2one
ENSMUSG00000031283	ENSG00000101938	ortholog_one2one
ENSMUSG00000031289	ENSG00000123496	ortholog_one2one
ENSMUSG00000031297	ENSG00000165349	ortholog_one2one
ENSMUSG00000031303	ENSG00000180815	ortholog_one2one
ENSMUSG00000031304	ENSG00000147168	ortholog_one2one
ENSMUSG00000031309	ENSG00000177189	ortholog_one2one
ENSMUSG00000031328	ENSG00000196924	ortholog_one2one
ENSMUSG00000031342	ENSG00000046653	ortholog_one2one
ENSMUSG00000031343	ENSG00000011677	ortholog_one2one
ENSMUSG00000031375	ENSG00000182492	ortholog_one2one
ENSMUSG00000031377	ENSG00000102010	ortholog_one2one
ENSMUSG00000031385	ENSG00000198753	ortholog_one2one
ENSMUSG00000031387	ENSG00000102032	ortholog_one2one
ENSMUSG00000031389	ENSG00000089820	ortholog_one2one
ENSMUSG00000031390	ENSG00000126895	ortholog_one2one
ENSMUSG00000031391	ENSG00000198910	ortholog_one2one
ENSMUSG00000031397	ENSG00000007350	ortholog_one2one
ENSMUSG00000031425	ENSG00000123560	ortholog_one2one
ENSMUSG00000031431	ENSG00000157514	ortholog_one2one
ENSMUSG00000031444	ENSG00000126218	ortholog_one2one
ENSMUSG00000031451	ENSG00000183087	ortholog_one2one
ENSMUSG00000031465	ENSG00000091879	ortholog_one2one
ENSMUSG00000031488	ENSG00000156675	ortholog_one2one
ENSMUSG00000031491	ENSG00000147434	ortholog_one2one
ENSMUSG00000031497	ENSG00000102524	ortholog_one2one
ENSMUSG00000031502	ENSG00000187498	ortholog_one2one
ENSMUSG00000031503	ENSG00000134871	ortholog_one2one
ENSMUSG00000031504	ENSG00000139832	ortholog_one2one
ENSMUSG00000031506	ENSG00000143851	ortholog_one2one
ENSMUSG00000031517	ENSG00000150625	ortholog_one2one
ENSMUSG00000031530	ENSG00000120875	ortholog_one2one
ENSMUSG00000031537	ENSG00000104365	ortholog_one2one
ENSMUSG00000031538	ENSG00000104368	ortholog_one2one
ENSMUSG00000031548	ENSG00000104332	ortholog_one2one
ENSMUSG00000031551	ENSG00000131203	ortholog_one2one
ENSMUSG00000031557	ENSG00000169499	ortholog_one2one
ENSMUSG00000031558	ENSG00000145147	ortholog_one2one
ENSMUSG00000031561	ENSG00000218336	ortholog_one2one
ENSMUSG00000031563	ENSG00000151718	ortholog_one2one
ENSMUSG00000031574	ENSG00000147465	ortholog_one2one
ENSMUSG00000031586	ENSG00000157110	ortholog_one2one
ENSMUSG00000031594	ENSG00000104760	ortholog_one2one
ENSMUSG00000031596	ENSG00000003989	ortholog_one2one
ENSMUSG00000031610	ENSG00000164106	ortholog_one2one
ENSMUSG00000031613	ENSG00000164120	ortholog_one2one
ENSMUSG00000031616	ENSG00000151617	ortholog_one2one
ENSMUSG00000031618	ENSG00000151623	ortholog_one2one
ENSMUSG00000031629	ENSG00000151725	ortholog_one2one
ENSMUSG00000031635	ENSG00000109511	ortholog_one2one
ENSMUSG00000031636	ENSG00000154553	ortholog_one2one
ENSMUSG00000031642	ENSG00000154447	ortholog_one2one
ENSMUSG00000031659	ENSG00000121281	ortholog_one2one
ENSMUSG00000031661	ENSG00000140807	ortholog_one2one
ENSMUSG00000031662	ENSG00000167208	ortholog_one2one
ENSMUSG00000031673	ENSG00000140937	ortholog_one2one
ENSMUSG00000031710	ENSG00000109424	ortholog_one2one
ENSMUSG00000031712	ENSG00000164136	ortholog_one2one
ENSMUSG00000031734	ENSG00000177508	ortholog_one2one
ENSMUSG00000031740	ENSG00000087245	ortholog_one2one
ENSMUSG00000031750	ENSG00000157368	ortholog_one2one
ENSMUSG00000031765	ENSG00000205364	ortholog_one2one
ENSMUSG00000031770	ENSG00000051108	ortholog_one2one
ENSMUSG00000031778	ENSG00000006210	ortholog_one2one
ENSMUSG00000031779	ENSG00000102962	ortholog_one2one
ENSMUSG00000031780	ENSG00000102970	ortholog_one2one
ENSMUSG00000031789	ENSG00000070729	ortholog_one2one
ENSMUSG00000031799	ENSG00000167460	ortholog_one2one
ENSMUSG00000031805	ENSG00000105639	ortholog_one2one
ENSMUSG00000031825	ENSG00000103196	ortholog_one2one
ENSMUSG00000031827	ENSG00000103187	ortholog_one2one
ENSMUSG00000031841	ENSG00000140945	ortholog_one2one
ENSMUSG00000031842	ENSG00000105650	ortholog_one2one
ENSMUSG00000031871	ENSG00000179776	ortholog_one2one
ENSMUSG00000031875	ENSG00000140931	ortholog_one2one
ENSMUSG00000031880	ENSG00000166592	ortholog_one2one
ENSMUSG00000031883	ENSG00000168748	ortholog_one2one
ENSMUSG00000031896	ENSG00000141086	ortholog_one2one
ENSMUSG00000031897	ENSG00000205220	ortholog_one2one
ENSMUSG00000031925	ENSG00000184384	ortholog_one2one
ENSMUSG00000031934	ENSG00000110218	ortholog_one2one
ENSMUSG00000031972	ENSG00000143632	ortholog_one2one
ENSMUSG00000031980	ENSG00000135744	ortholog_one2one
ENSMUSG00000031990	ENSG00000166086	ortholog_one2one
ENSMUSG00000031994	ENSG00000134917	ortholog_one2one
ENSMUSG00000031997	ENSG00000137672	ortholog_one2one
ENSMUSG00000032000	ENSG00000023445	ortholog_one2one
ENSMUSG00000032006	ENSG00000170962	ortholog_one2one
ENSMUSG00000032010	ENSG00000036672	ortholog_one2one
ENSMUSG00000032011	ENSG00000154096	ortholog_one2one
ENSMUSG00000032014	ENSG00000184232	ortholog_one2one
ENSMUSG00000032015	ENSG00000137709	ortholog_one2one
ENSMUSG00000032020	ENSG00000154127	ortholog_one2one
ENSMUSG00000032021	ENSG00000109943	ortholog_one2one
ENSMUSG00000032028	ENSG00000204361	ortholog_one2one
ENSMUSG00000032035	ENSG00000134954	ortholog_one2one
ENSMUSG00000032036	ENSG00000149571	ortholog_one2one
ENSMUSG00000032038	ENSG00000110080	ortholog_one2one
ENSMUSG00000032053	ENSG00000110777	ortholog_one2one
ENSMUSG00000032060	ENSG00000109846	ortholog_one2one
ENSMUSG00000032068	ENSG00000188771	ortholog_one2one
ENSMUSG00000032076	ENSG00000182985	ortholog_one2one
ENSMUSG00000032083	ENSG00000118137	ortholog_one2one
ENSMUSG00000032085	ENSG00000149591	ortholog_one2one
ENSMUSG00000032087	ENSG00000177103	ortholog_one2one
ENSMUSG00000032089	ENSG00000110324	ortholog_one2one
ENSMUSG00000032093	ENSG00000198851	ortholog_one2one
ENSMUSG00000032094	ENSG00000167286	ortholog_one2one
ENSMUSG00000032122	ENSG00000134955	ortholog_one2one
ENSMUSG00000032125	ENSG00000154133	ortholog_one2one
ENSMUSG00000032135	ENSG00000076706	ortholog_one2one
ENSMUSG00000032174	ENSG00000105376	ortholog_one2one
ENSMUSG00000032179	ENSG00000112175	ortholog_one2one
ENSMUSG00000032198	ENSG00000130158	ortholog_one2one
ENSMUSG00000032204	ENSG00000103569	ortholog_one2one
ENSMUSG00000032218	ENSG00000157456	ortholog_one2one
ENSMUSG00000032220	ENSG00000157483	ortholog_one2one
ENSMUSG00000032231	ENSG00000182718	ortholog_one2one
ENSMUSG00000032238	ENSG00000069667	ortholog_one2one
ENSMUSG00000032254	ENSG00000137807	ortholog_one2one
ENSMUSG00000032268	ENSG00000166682	ortholog_one2one
ENSMUSG00000032271	ENSG00000166741	ortholog_one2one
ENSMUSG00000032281	ENSG00000103740	ortholog_one2one
ENSMUSG00000032289	ENSG00000187720	ortholog_one2one
ENSMUSG00000032298	ENSG00000140398	ortholog_one2one
ENSMUSG00000032310	ENSG00000140505	ortholog_one2one
ENSMUSG00000032312	ENSG00000103653	ortholog_one2one
ENSMUSG00000032322	ENSG00000140368	ortholog_one2one
ENSMUSG00000032332	ENSG00000111799	ortholog_one2one
ENSMUSG00000032334	ENSG00000129038	ortholog_one2one
ENSMUSG00000032343	ENSG00000112706	ortholog_one2one
ENSMUSG00000032355	ENSG00000146147	ortholog_one2one
ENSMUSG00000032359	ENSG00000103811	ortholog_one2one
ENSMUSG00000032363	ENSG00000136378	ortholog_one2one
ENSMUSG00000032366	ENSG00000140416	ortholog_one2one
ENSMUSG00000032373	ENSG00000074410	ortholog_one2one
ENSMUSG00000032374	ENSG00000152952	ortholog_one2one
ENSMUSG00000032387	ENSG00000166831	ortholog_one2one
ENSMUSG00000032402	ENSG00000166949	ortholog_one2one
ENSMUSG00000032420	ENSG00000135318	ortholog_one2one
ENSMUSG00000032436	ENSG00000153551	ortholog_one2one
ENSMUSG00000032440	ENSG00000163513	ortholog_one2one
ENSMUSG00000032446	ENSG00000163508	ortholog_one2one
ENSMUSG00000032454	ENSG00000114113	ortholog_one2one
ENSMUSG00000032473	ENSG00000066405	ortholog_one2one
ENSMUSG00000032487	ENSG00000073756	ortholog_one2one
ENSMUSG00000032492	ENSG00000160801	ortholog_one2one
ENSMUSG00000032496	ENSG00000012223	ortholog_one2one
ENSMUSG00000032502	ENSG00000144681	ortholog_one2one
ENSMUSG00000032503	ENSG00000172995	ortholog_one2one
ENSMUSG00000032515	ENSG00000144655	ortholog_one2one
ENSMUSG00000032532	ENSG00000187094	ortholog_one2one
ENSMUSG00000032537	ENSG00000154928	ortholog_one2one
ENSMUSG00000032548	ENSG00000174640	ortholog_one2one
ENSMUSG00000032554	ENSG00000091513	ortholog_one2one
ENSMUSG00000032556	ENSG00000170819	ortholog_one2one
ENSMUSG00000032562	ENSG00000114353	ortholog_one2one
ENSMUSG00000032564	ENSG00000196353	ortholog_one2one
ENSMUSG00000032575	ENSG00000145050	ortholog_one2one
ENSMUSG00000032578	ENSG00000114737	ortholog_one2one
ENSMUSG00000032596	ENSG00000182179	ortholog_one2one
ENSMUSG00000032609	ENSG00000185909	ortholog_one2one
ENSMUSG00000032625	ENSG00000005108	ortholog_one2one
ENSMUSG00000032640	ENSG00000131873	ortholog_one2one
ENSMUSG00000032648	ENSG00000068976	ortholog_one2one
ENSMUSG00000032661	ENSG00000111331	ortholog_one2one
ENSMUSG00000032688	ENSG00000172175	ortholog_one2one
ENSMUSG00000032691	ENSG00000162711	ortholog_one2one
ENSMUSG00000032698	ENSG00000135363	ortholog_one2one
ENSMUSG00000032714	ENSG00000105137	ortholog_one2one
ENSMUSG00000032717	ENSG00000112559	ortholog_one2one
ENSMUSG00000032719	ENSG00000164764	ortholog_one2one
ENSMUSG00000032724	ENSG00000166016	ortholog_one2one
ENSMUSG00000032725	ENSG00000165457	ortholog_one2one
ENSMUSG00000032744	ENSG00000163909	ortholog_one2one
ENSMUSG00000032754	ENSG00000089060	ortholog_one2one
ENSMUSG00000032766	ENSG00000127920	ortholog_one2one
ENSMUSG00000032776	ENSG00000140563	ortholog_one2one
ENSMUSG00000032802	ENSG00000271303	ortholog_one2one
ENSMUSG00000032818	ENSG00000167210	ortholog_one2one
ENSMUSG00000032827	ENSG00000158528	ortholog_one2one
ENSMUSG00000032841	ENSG00000135362	ortholog_one2one
ENSMUSG00000032845	ENSG00000198796	ortholog_one2one
ENSMUSG00000032846	ENSG00000130449	ortholog_one2one
ENSMUSG00000032860	ENSG00000175591	ortholog_one2one
ENSMUSG00000032911	ENSG00000173546	ortholog_one2one
ENSMUSG00000032925	ENSG00000198542	ortholog_one2one
ENSMUSG00000032946	ENSG00000068831	ortholog_one2one
ENSMUSG00000032978	ENSG00000044012	ortholog_one2one
ENSMUSG00000033006	ENSG00000100146	ortholog_one2one
ENSMUSG00000033016	ENSG00000131196	ortholog_one2one
ENSMUSG00000033032	ENSG00000157510	ortholog_one2one
ENSMUSG00000033033	ENSG00000138172	ortholog_one2one
ENSMUSG00000033061	ENSG00000182698	ortholog_one2one
ENSMUSG00000033066	ENSG00000007237	ortholog_one2one
ENSMUSG00000033082	ENSG00000150048	ortholog_one2one
ENSMUSG00000033083	ENSG00000136111	ortholog_one2one
ENSMUSG00000033107	ENSG00000101695	ortholog_one2one
ENSMUSG00000033174	ENSG00000074416	ortholog_one2one
ENSMUSG00000033191	ENSG00000066056	ortholog_one2one
ENSMUSG00000033192	ENSG00000087253	ortholog_one2one
ENSMUSG00000033208	ENSG00000160307	ortholog_one2one
ENSMUSG00000033209	ENSG00000100154	ortholog_one2one
ENSMUSG00000033213	ENSG00000166920	ortholog_one2one
ENSMUSG00000033220	ENSG00000128340	ortholog_one2one
ENSMUSG00000033227	ENSG00000115596	ortholog_one2one
ENSMUSG00000033278	ENSG00000173482	ortholog_one2one
ENSMUSG00000033287	ENSG00000100379	ortholog_one2one
ENSMUSG00000033306	ENSG00000145012	ortholog_one2one
ENSMUSG00000033308	ENSG00000188641	ortholog_one2one
ENSMUSG00000033350	ENSG00000175040	ortholog_one2one
ENSMUSG00000033361	ENSG00000130032	ortholog_one2one
ENSMUSG00000033377	ENSG00000099260	ortholog_one2one
ENSMUSG00000033420	ENSG00000169604	ortholog_one2one
ENSMUSG00000033446	ENSG00000139679	ortholog_one2one
ENSMUSG00000033453	ENSG00000166106	ortholog_one2one
ENSMUSG00000033491	ENSG00000146250	ortholog_one2one
ENSMUSG00000033502	ENSG00000079335	ortholog_one2one
ENSMUSG00000033508	ENSG00000244617	ortholog_one2one
ENSMUSG00000033554	ENSG00000117543	ortholog_one2one
ENSMUSG00000033685	ENSG00000175567	ortholog_one2one
ENSMUSG00000033721	ENSG00000134215	ortholog_one2one
ENSMUSG00000033730	ENSG00000179388	ortholog_one2one
ENSMUSG00000033740	ENSG00000147488	ortholog_one2one
ENSMUSG00000033752	ENSG00000121211	ortholog_one2one
ENSMUSG00000033769	ENSG00000144036	ortholog_one2one
ENSMUSG00000033788	ENSG00000135636	ortholog_one2one
ENSMUSG00000033826	ENSG00000124721	ortholog_one2one
ENSMUSG00000033831	ENSG00000171564	ortholog_one2one
ENSMUSG00000033860	ENSG00000171557	ortholog_one2one
ENSMUSG00000033885	ENSG00000168297	ortholog_one2one
ENSMUSG00000033952	ENSG00000066279	ortholog_one2one
ENSMUSG00000033981	ENSG00000120251	ortholog_one2one
ENSMUSG00000033987	ENSG00000187775	ortholog_one2one
ENSMUSG00000034028	ENSG00000150637	ortholog_one2one
ENSMUSG00000034037	ENSG00000154783	ortholog_one2one
ENSMUSG00000034041	ENSG00000104903	ortholog_one2one
ENSMUSG00000034098	ENSG00000168843	ortholog_one2one
ENSMUSG00000034116	ENSG00000141968	ortholog_one2one
ENSMUSG00000034127	ENSG00000127324	ortholog_one2one
ENSMUSG00000034135	ENSG00000160584	ortholog_one2one
ENSMUSG00000034139	ENSG00000114204	ortholog_one2one
ENSMUSG00000034164	ENSG00000186998	ortholog_one2one
ENSMUSG00000034209	ENSG00000100276	ortholog_one2one
ENSMUSG00000034258	ENSG00000119686	ortholog_one2one
ENSMUSG00000034265	ENSG00000175048	ortholog_one2one
ENSMUSG00000034266	ENSG00000156127	ortholog_one2one
ENSMUSG00000034271	ENSG00000140044	ortholog_one2one
ENSMUSG00000034290	ENSG00000119638	ortholog_one2one
ENSMUSG00000034310	ENSG00000151952	ortholog_one2one
ENSMUSG00000034317	ENSG00000213186	ortholog_one2one
ENSMUSG00000034324	ENSG00000181234	ortholog_one2one
ENSMUSG00000034330	ENSG00000197943	ortholog_one2one
ENSMUSG00000034349	ENSG00000113810	ortholog_one2one
ENSMUSG00000034353	ENSG00000132329	ortholog_one2one
ENSMUSG00000034361	ENSG00000140848	ortholog_one2one
ENSMUSG00000034387	ENSG00000125046	ortholog_one2one
ENSMUSG00000034394	ENSG00000128342	ortholog_one2one
ENSMUSG00000034422	ENSG00000173193	ortholog_one2one
ENSMUSG00000034463	ENSG00000168077	ortholog_one2one
ENSMUSG00000034485	ENSG00000137831	ortholog_one2one
ENSMUSG00000034488	ENSG00000164176	ortholog_one2one
ENSMUSG00000034520	ENSG00000182963	ortholog_one2one
ENSMUSG00000034528	ENSG00000170509	ortholog_one2one
ENSMUSG00000034614	ENSG00000100100	ortholog_one2one
ENSMUSG00000034640	ENSG00000163659	ortholog_one2one
ENSMUSG00000034656	ENSG00000141837	ortholog_one2one
ENSMUSG00000034663	ENSG00000138756	ortholog_one2one
ENSMUSG00000034664	ENSG00000005961	ortholog_one2one
ENSMUSG00000034684	ENSG00000001617	ortholog_one2one
ENSMUSG00000034708	ENSG00000030582	ortholog_one2one
ENSMUSG00000034731	ENSG00000102780	ortholog_one2one
ENSMUSG00000034765	ENSG00000138166	ortholog_one2one
ENSMUSG00000034783	ENSG00000116031	ortholog_one2one
ENSMUSG00000034792	ENSG00000060558	ortholog_one2one
ENSMUSG00000034810	ENSG00000136546	ortholog_one2one
ENSMUSG00000034833	ENSG00000135426	ortholog_one2one
ENSMUSG00000034837	ENSG00000114349	ortholog_one2one
ENSMUSG00000034839	ENSG00000166173	ortholog_one2one
ENSMUSG00000034842	ENSG00000156219	ortholog_one2one
ENSMUSG00000034845	ENSG00000130300	ortholog_one2one
ENSMUSG00000034855	ENSG00000169245	ortholog_one2one
ENSMUSG00000034868	ENSG00000118680	ortholog_one2one
ENSMUSG00000034871	ENSG00000162391	ortholog_one2one
ENSMUSG00000034872	ENSG00000179855	ortholog_one2one
ENSMUSG00000034881	ENSG00000006638	ortholog_one2one
ENSMUSG00000034911	ENSG00000130307	ortholog_one2one
ENSMUSG00000034957	ENSG00000245848	ortholog_one2one
ENSMUSG00000034968	ENSG00000179528	ortholog_one2one
ENSMUSG00000034987	ENSG00000113749	ortholog_one2one
ENSMUSG00000035021	ENSG00000198604	ortholog_one2one
ENSMUSG00000035105	ENSG00000129521	ortholog_one2one
ENSMUSG00000035131	ENSG00000162670	ortholog_one2one
ENSMUSG00000035161	ENSG00000102786	ortholog_one2one
ENSMUSG00000035165	ENSG00000175538	ortholog_one2one
ENSMUSG00000035202	ENSG00000011376	ortholog_one2one
ENSMUSG00000035236	ENSG00000173611	ortholog_one2one
ENSMUSG00000035258	ENSG00000154175	ortholog_one2one
ENSMUSG00000035268	ENSG00000168734	ortholog_one2one
ENSMUSG00000035273	ENSG00000173083	ortholog_one2one
ENSMUSG00000035305	ENSG00000185483	ortholog_one2one
ENSMUSG00000035356	ENSG00000144802	ortholog_one2one
ENSMUSG00000035357	ENSG00000121440	ortholog_one2one
ENSMUSG00000035383	ENSG00000183395	ortholog_one2one
ENSMUSG00000035385	ENSG00000108691	ortholog_one2one
ENSMUSG00000035448	ENSG00000183625	ortholog_one2one
ENSMUSG00000035456	ENSG00000152784	ortholog_one2one
ENSMUSG00000035459	ENSG00000136011	ortholog_one2one
ENSMUSG00000035493	ENSG00000120708	ortholog_one2one
ENSMUSG00000035528	ENSG00000056291	ortholog_one2one
ENSMUSG00000035540	ENSG00000145321	ortholog_one2one
ENSMUSG00000035557	ENSG00000128422	ortholog_one2one
ENSMUSG00000035566	ENSG00000118946	ortholog_one2one
ENSMUSG00000035621	ENSG00000167470	ortholog_one2one
ENSMUSG00000035649	ENSG00000147905	ortholog_one2one
ENSMUSG00000035653	ENSG00000165379	ortholog_one2one
ENSMUSG00000035673	ENSG00000064932	ortholog_one2one
ENSMUSG00000035678	ENSG00000125657	ortholog_one2one
ENSMUSG00000035686	ENSG00000151365	ortholog_one2one
ENSMUSG00000035692	ENSG00000187608	ortholog_one2one
ENSMUSG00000035711	ENSG00000146094	ortholog_one2one
ENSMUSG00000035783	ENSG00000107796	ortholog_one2one
ENSMUSG00000035799	ENSG00000122691	ortholog_one2one
ENSMUSG00000035805	ENSG00000100427	ortholog_one2one
ENSMUSG00000035828	ENSG00000198355	ortholog_one2one
ENSMUSG00000035864	ENSG00000067715	ortholog_one2one
ENSMUSG00000035896	ENSG00000129538	ortholog_one2one
ENSMUSG00000035930	ENSG00000140835	ortholog_one2one
ENSMUSG00000035954	ENSG00000128512	ortholog_one2one
ENSMUSG00000035963	ENSG00000181781	ortholog_one2one
ENSMUSG00000035964	ENSG00000105696	ortholog_one2one
ENSMUSG00000036040	ENSG00000197859	ortholog_one2one
ENSMUSG00000036095	ENSG00000136267	ortholog_one2one
ENSMUSG00000036103	ENSG00000158270	ortholog_one2one
ENSMUSG00000036106	ENSG00000186654	ortholog_one2one
ENSMUSG00000036117	ENSG00000113525	ortholog_one2one
ENSMUSG00000036144	ENSG00000106511	ortholog_one2one
ENSMUSG00000036169	ENSG00000171243	ortholog_one2one
ENSMUSG00000036218	ENSG00000165966	ortholog_one2one
ENSMUSG00000036246	ENSG00000089639	ortholog_one2one
ENSMUSG00000036256	ENSG00000163453	ortholog_one2one
ENSMUSG00000036264	ENSG00000053108	ortholog_one2one
ENSMUSG00000036273	ENSG00000188906	ortholog_one2one
ENSMUSG00000036298	ENSG00000151229	ortholog_one2one
ENSMUSG00000036306	ENSG00000061337	ortholog_one2one
ENSMUSG00000036334	ENSG00000152580	ortholog_one2one
ENSMUSG00000036356	ENSG00000147408	ortholog_one2one
ENSMUSG00000036362	ENSG00000181631	ortholog_one2one
ENSMUSG00000036381	ENSG00000174944	ortholog_one2one
ENSMUSG00000036390	ENSG00000116717	ortholog_one2one
ENSMUSG00000036401	ENSG00000204007	ortholog_one2one
ENSMUSG00000036412	ENSG00000183876	ortholog_one2one
ENSMUSG00000036437	ENSG00000164128	ortholog_one2one
ENSMUSG00000036446	ENSG00000139329	ortholog_one2one
ENSMUSG00000036452	ENSG00000145819	ortholog_one2one
ENSMUSG00000036459	ENSG00000142279	ortholog_one2one
ENSMUSG00000036478	ENSG00000133639	ortholog_one2one
ENSMUSG00000036526	ENSG00000198286	ortholog_one2one
ENSMUSG00000036528	ENSG00000166387	ortholog_one2one
ENSMUSG00000036533	ENSG00000163171	ortholog_one2one
ENSMUSG00000036545	ENSG00000087116	ortholog_one2one
ENSMUSG00000036560	ENSG00000153902	ortholog_one2one
ENSMUSG00000036565	ENSG00000136295	ortholog_one2one
ENSMUSG00000036570	ENSG00000266964	ortholog_one2one
ENSMUSG00000036578	ENSG00000221946	ortholog_one2one
ENSMUSG00000036585	ENSG00000113578	ortholog_one2one
ENSMUSG00000036587	ENSG00000180549	ortholog_one2one
ENSMUSG00000036617	ENSG00000120549	ortholog_one2one
ENSMUSG00000036634	ENSG00000105695	ortholog_one2one
ENSMUSG00000036655	ENSG00000118004	ortholog_one2one
ENSMUSG00000036743	ENSG00000154611	ortholog_one2one
ENSMUSG00000036752	ENSG00000188229	ortholog_one2one
ENSMUSG00000036790	ENSG00000185985	ortholog_one2one
ENSMUSG00000036792	ENSG00000204406	ortholog_one2one
